code,desc,remark,window
35.12,Open Heart Valvuloplasty Of Mitral Valve Without Replacement,35.12 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.13,Open Heart Valvuloplasty Of Pulmonary Valve Without Replacement,35.13 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.14,Open Heart Valvuloplasty Of Tricuspid Valve Without Replacement,35.14 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.2,Open And Other Replacement Of Heart Valve,A child code below 35.2 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.20,Open And Other Replacement Of Unspecified Heart Valve,35.20 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.21,Open And Other Replacement Of Aortic Valve With Tissue Graft,35.21 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.22,Other Replacement Of Mitral Valve With Tissue Graft,35.22 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.23,Open And Other Replacement Of Mitral Valve With Tissue Graft,35.23 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.24,Open And Other Replacement Of Mitral Valve,35.24 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.25,Open And Other Replacement Of Pulmonary Valve With Tissue Graft,35.25 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.26,Open And Other Replacement Of Pulmonary Valve,35.26 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.27,Open And Other Replacement Of Tricuspid Valve With Tissue Graft,35.27 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.28,Open And Other Replacement Of Tricuspid Valve,35.28 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.3,Operations On Structures Adjacent To Heart Valves,A child code below 35.3 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.31,Operations On Papillary Muscle,35.31 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.32,Operations On Chordae Tendineae,35.32 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.33,Annuloplasty,35.33 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.34,Infundibulectomy,35.34 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.35,Operations On Trabeculae Carneae Cordis,35.35 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.39,Operations On Other Structures Adjacent To Valves Of Heart,35.39 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.4,Production Of Septal Defect In Heart,A child code below 35.4 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.41,Enlargement Of Existing Atrial Septal Defect,35.41 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.42,Creation Of Septal Defect In Heart,35.42 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.5,Repair Of Atrial And Ventricular Septa With Prosthesis,A child code below 35.5 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.50,Repair Of Unspecified Septal Defect Of Heart With Prosthesis,35.50 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.51,"Repair Of Atrial Septal Defect With Prosthesis, Open Technique",35.51 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.52,"Repair Of Atrial Septal Defect With Prosthesis, Closed Technique",35.52 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.53,Repair Of Ventricular Septal Defect With Prosthesis,35.53 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.54,Repair Of Endocardial Cushion Defect With Prosthesis,35.54 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.55,"Repair Of Ventricular Septal Defect With Prosthesis, Closed Technique",35.55 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.6,Repair Of Atrial And Ventricular Septa With Tissue Graft,A child code below 35.6 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.60,Repair Of Unspecified Septal Defect Of Heart With Tissue Graft,35.60 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.61,Repair Of Atrial Septal Defect With Tissue Graft,35.61 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.62,Repair Of Ventricular Septal Defect With Tissue Graft,35.62 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.63,Repair Of Endocardial Cushion Defect With Tissue Graft,35.63 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.7,Other And Unspecified Repair Of Atrial And Ventricular Septa,A child code below 35.7 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.70,Other And Unspecified Repair Of Unspecified Septal Defect Of Heart,35.70 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.71,Other And Unspecified Repair Of Atrial Septal Defect,35.71 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.72,Other And Unspecified Repair Of Ventricular Septal Defect,35.72 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.73,Other And Unspecified Repair Of Endocardial Cushion Defect,35.73 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.8,Total Repair Of Certain Congenital Cardiac Anomalies,A child code below 35.8 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.81,Total Repair Of Tetralogy Of Fallot,35.81 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.82,Total Repair Of Total Anomalous Pulmonary Venous Connection,35.82 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.83,Total Repair Of Truncus Arteriosus,35.83 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.84,"Total Correction Of Transposition Of Great Vessels, Not Elsewhere Classified",35.84 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.9,Other Operations On Valves And Septa Of Heart,A child code below 35.9 with greater detail should be used.,35-39 Operations On The Cardiovascular System
35.91,Interatrial Transposition Of Venous Return,35.91 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.92,Creation Of Conduit Between Right Ventricle And Pulmonary Artery,35.92 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.93,Creation Of Conduit Between Left Ventricle And Aorta,35.93 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.94,Creation Of Conduit Between Atrium And Pulmonary Artery,35.94 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.95,Revision Of Corrective Procedure On Heart,35.95 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.96,Percutaneous Valvuloplasty,35.96 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.97,Percutaneous Mitral Valve Repair With Implant,35.97 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.98,Other Operations On Septa Of Heart,35.98 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
35.99,Other Operations On Valves Of Heart,35.99 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36,Operations On Vessels Of Heart,A child code below 36 with greater detail should be used.,35-39 Operations On The Cardiovascular System
36.0,Removal Of Coronary Artery Obstruction And Insertion Of Stent(s),A child code below 36.0 with greater detail should be used.,35-39 Operations On The Cardiovascular System
36.03,Open Chest Coronary Artery Angioplasty,36.03 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.04,Intracoronary Artery Thrombolytic Infusion,36.04 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.06,Insertion Of Non-Drug-Eluting Coronary Artery Stent(s),36.06 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.07,Insertion Of Drug-Eluting Coronary Artery Stent(s),36.07 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.09,Other Removal Of Coronary Artery Obstruction,36.09 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.1,Bypass Anastomosis For Heart Revascularization,A child code below 36.1 with greater detail should be used.,35-39 Operations On The Cardiovascular System
36.10,"Aortocoronary Bypass For Heart Revascularization, Not Otherwise Specified",36.10 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.11,Aortocoronary Bypass Of One Coronary Artery,36.11 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.12,Aortocoronary Bypass Of Two Coronary Arteries,36.12 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.13,Aortocoronary Bypass Of Three Coronary Arteries,36.13 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.14,Aortocoronary Bypass Of Four Or More Coronary Arteries,36.14 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.15,Single Internal Mammary-Coronary Artery Bypass,36.15 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.16,Double Internal Mammary-Coronary Artery Bypass,36.16 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.17,Abdominal-Coronary Artery Bypass,36.17 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.19,Other Bypass Anastomosis For Heart Revascularization,36.19 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.2,Heart Revascularization By Arterial Implant,36.2 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.3,Other Heart Revascularization,A child code below 36.3 with greater detail should be used.,35-39 Operations On The Cardiovascular System
36.31,Open Chest Transmyocardial Revascularization,36.31 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.32,Other Transmyocardial Revascularization,36.32 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.33,Endoscopic Transmyocardial Revascularization,36.33 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.34,Percutaneous Transmyocardial Revascularization,36.34 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.39,Other Heart Revascularization,36.39 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.9,Other Operations On Vessels Of Heart,A child code below 36.9 with greater detail should be used.,35-39 Operations On The Cardiovascular System
36.91,Repair Of Aneurysm Of Coronary Vessel,36.91 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
36.99,Other Operations On Vessel Of Heart,36.99 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37,Other Operations On Heart And Pericardium,A child code below 37 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.0,Pericardiocentesis,37.0 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.1,Cardiotomy And Pericardiotomy,A child code below 37.1 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.10,"Incision Of Heart, Not Otherwise Specified",37.10 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.11,Cardiotomy,37.11 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.12,Pericardiotomy,37.12 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.2,Diagnostic Procedures On Heart And Pericardium,A child code below 37.2 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.20,Noninvasive Programmed Electrical Stimulation [Nips],37.20 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.21,Right Heart Cardiac Catheterization,37.21 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.22,Left Heart Cardiac Catheterization,37.22 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.23,Combined Right And Left Heart Cardiac Catheterization,37.23 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.24,Biopsy Of Pericardium,37.24 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.25,Biopsy Of Heart,37.25 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.26,Cardiac Electrophysiologic Stimulation And Recording Studies,37.26 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.27,Cardiac Mapping,37.27 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.28,Intracardiac Echocardiography [Ice],37.28 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.29,Other Diagnostic Procedures On Heart And Pericardium,37.29 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.3,Pericardiectomy And Excision Of Lesion Of Heart,A child code below 37.3 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.31,Pericardiectomy,37.31 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.32,Excision Of Aneurysm Of Heart,37.32 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.33,"Excision Or Destruction Of Other Lesion Or Tissue Of Heart, Open Approach",37.33 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.34,"Excision Or Destruction Of Other Lesion Or Tissue Of Heart, Endovascular Approach",37.34 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.35,Partial Ventriculectomy,37.35 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.36,"Excision, Destruction, Or Exclusion Of Left Atrial Appendage (Laa)",37.36 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.37,"Excision Or Destruction Of Other Lesion Or Tissue Of Heart, Thoracoscopic Approach",37.37 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.4,Repair Of Heart And Pericardium,A child code below 37.4 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.41,Implantation Of Prosthetic Cardiac Support Device Around The Heart,37.41 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.49,Other Repair Of Heart And Pericardium,37.49 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.5,Heart Replacement Procedures,A child code below 37.5 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.51,Heart Transplantation,37.51 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.52,Implantation Of Total Internal Biventricular Heart Replacement System,37.52 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.53,Replacement Or Repair Of Thoracic Unit Of (Total) Replacement Heart System,37.53 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.54,Replacement Or Repair Of Other Implantable Component Of (Total) Replacement Heart System,37.54 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.55,Removal Of Internal Biventricular Heart Replacement System,37.55 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.6,Implantation Of Heart And Circulatory Assist System(s),A child code below 37.6 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.60,Implantation Or Insertion Of Biventricular External Heart Assist System,37.60 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.61,Implant Of Pulsation Balloon,37.61 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.62,Insertion Of Temporary Non-Implantable Extracorporeal Circulatory Assist Device,37.62 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.63,Replacement And Repair Of Heart Assist System,37.63 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.64,Removal Of External Heart Assist System(s) Or Device(s),37.64 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.65,Implant Of Single Ventricular (Extracorporeal) External Heart Assist System,37.65 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.66,"Implant Of An Implantable, Pulsatile Heart Assist System",37.66 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.67,Implantation Of Cardiomyostimulation System,37.67 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.68,Insertion Of Percutaneous External Heart Assist Device,37.68 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.7,"Insertion, Revision, Replacement, And Removal Of Pacemaker Leads; Insertion Of Temporary Pacemaker System; Or Revision Of Pocket",A child code below 37.7 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.70,"Initial Insertion Of Lead [Electrode], Not Otherwise Specified",37.70 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.71,Initial Insertion Of Transvenous Lead [Electrode] Into Ventricle,37.71 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.72,Initial Insertion Of Transvenous Leads [Electrodes] Into Atrium And Ventricle,37.72 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.73,Initial Insertion Of Transvenous Lead [Electrode] Into Atrium,37.73 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.74,Insert/Replace Epicardial Lead [Electrode] Into Epicardium,37.74 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.75,Revision Of Lead [Electrode],37.75 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.76,Replacement Of Transvenous Atrial And/Or Ventricular Lead(s) [Electrode],37.76 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.77,Removal Of Lead(s) [Electrode] Without Replacement,37.77 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.78,Insertion Of Temporary Transvenous Pacemaker System,37.78 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.79,Revision Or Relocation Of Pacemaker Pocket,37.79 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.8,"Insertion, Replacement, Removal And Revision Of Pacemaker Device",A child code below 37.8 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.80,"Insertion Of Permanent Pacemaker, Initial Or Replacement, Type Of Device Not Specified",37.80 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.81,"Initial Insertion Of Single-Chamber Device, Not Specified As Rate Responsive",37.81 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.82,"Initial Insertion Of A Single-Chamber Device, Rate Responsive",37.82 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.83,Initial Insertion Of Dual-Chamber Device,37.83 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.85,"Replacement Of Any Type Pacemaker Device With Single-Chamber Device, Not Specified As Rate Responsive",37.85 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.86,"Replacement Of Any Type Pacemaker Device With Single-Chamber Device, Rate Responsive",37.86 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.87,Replacement Of Any Type Pacemaker Device With Dual-Chamber Device,37.87 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.89,Revision Or Removal Of Pacemaker Device,37.89 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.9,Other Operations On Heart And Pericardium,A child code below 37.9 with greater detail should be used.,35-39 Operations On The Cardiovascular System
37.90,Insertion Of Left Atrial Appendage Device,37.90 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.91,Open Chest Cardiac Massage,37.91 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.92,Injection Of Therapeutic Substance Into Heart,37.92 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.93,Injection Of Therapeutic Substance Into Pericardium,37.93 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.94,"Implantation Or Replacement Of Automatic Cardioverter/Defibrillator, Total System [Aicd]",37.94 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.95,Implantation Of Automatic Cardioverter/Defibrillator Lead(s) Only,37.95 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.96,Implantation Of Automatic Cardioverter/Defibrillator Pulse Generator Only,37.96 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.97,Replacement Of Automatic Cardioverter/Defibrillator Lead(s) Only,37.97 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.98,Replacement Of Automatic Cardioverter/Defibrillator Pulse Generator Only,37.98 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
37.99,Other,37.99 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38,"Incision, Excision, And Occlusion Of Vessels",A child code below 38 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.0,Incision Of Vessels,A child code below 38.0 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.00,"Incision Of Vessels, Unspecified",38.00 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.01,"Incision Of Vessels, Intracranial Vessels",38.01 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.02,"Incision Of Vessels, Other Vessels Of Head And Neck",38.02 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.03,"Incision Of Vessels, Upper Limb Vessels",38.03 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.04,"Incision Of Vessels, Aorta",38.04 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.05,"Incision Of Vessels, Other Thoracic Vessels",38.05 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.06,"Incision Of Vessels, Abdominal Arteries",38.06 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.07,"Incision Of Vessels, Abdominal Veins",38.07 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.08,"Incision Of Vessels, Lower Limb Arteries",38.08 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.09,"Incision Of Vessels, Lower Limb Veins",38.09 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.1,Endarterectomy,A child code below 38.1 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.10,"Endarterectomy, Unspecified Site",38.10 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.11,"Endarterectomy, Intracranial Vessels",38.11 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.12,"Endarterectomy, Other Vessels Of Head And Neck",38.12 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.13,"Endarterectomy, Upper Limb Vessels",38.13 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.14,"Endarterectomy, Aorta",38.14 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.15,"Endarterectomy, Other Thoracic Vessels",38.15 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.16,"Endarterectomy, Abdominal Arteries",38.16 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.18,"Endarterectomy, Lower Limb Arteries",38.18 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.2,Diagnostic Procedures On Blood Vessels,A child code below 38.2 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.21,Biopsy Of Blood Vessel,38.21 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.22,Percutaneous Angioscopy,38.22 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.23,Intravascular Spectroscopy,38.23 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.24,Intravascular Imaging Of Coronary Vessel(B) By Optical Coherence Tomography [Oct],38.24 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.25,Intravascular Imaging Of Non-Coronary Vessel(s) By Optical Coherence Tomography [Oct],38.25 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.26,Insertion Of Implantable Pressure Sensor Without Lead For Intracardiac Or Great Vessel Hemodynamic Monitoring,38.26 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.29,Other Diagnostic Procedures On Blood Vessels,38.29 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.3,Resection Of Vessel With Anastomosis,A child code below 38.3 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.30,"Resection Of Vessel With Anastomosis, Unspecified",38.30 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.31,"Resection Of Vessel With Anastomosis, Intracranial Vessels",38.31 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.32,"Resection Of Vessel With Anastomosis, Other Vessels Of Head And Neck",38.32 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.33,"Resection Of Vessel With Anastomosis, Upper Limb Vessels",38.33 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.34,"Resection Of Vessel With Anastomosis, Aorta",38.34 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.35,"Resection Of Vessel With Anastomosis, Other Thoracic Vessels",38.35 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.36,"Resection Of Vessel With Anastomosis, Abdominal Arteries",38.36 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.37,"Resection Of Vessel With Anastomosis, Abdominal Veins",38.37 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.38,"Resection Of Vessel With Anastomosis, Lower Limb Arteries",38.38 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.39,"Resection Of Vessel With Anastomosis, Lower Limb Veins",38.39 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.4,Resection Of Vessel With Replacement,A child code below 38.4 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.40,"Resection Of Vessel With Replacement, Unspecified",38.40 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.41,"Resection Of Vessel With Replacement, Intracranial Vessels",38.41 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.42,"Resection Of Vessel With Replacement, Other Vessels Of Head And Neck",38.42 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.43,"Resection Of Vessel With Replacement, Upper Limb Vessels",38.43 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.44,"Resection Of Vessel With Replacement, Aorta",38.44 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.45,"Resection Of Vessel With Replacement, Other Thoracic Vessels",38.45 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.46,"Resection Of Vessel With Replacement, Abdominal Arteries",38.46 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.47,"Resection Of Vessel With Replacement, Abdominal Veins",38.47 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.48,"Resection Of Vessel With Replacement, Lower Limb Arteries",38.48 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.49,"Resection Of Vessel With Replacement, Lower Limb Veins",38.49 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.5,Ligation And Stripping Of Varicose Veins,A child code below 38.5 with greater detail should be used.,35-39 Operations On The Cardiovascular System
